#,Constituency,Reserved,Electors As per Feb 2026 SIR[4],Change Prev. Election,District_x,Lok Sabha constituency,Constituency since,Constituency Map,District_Clean,District_y,Culture,Registered_Voters,GDP_Lakhs,Turnout_2021,Turnout_2026,Turnout_Delta,Assembly_Seats,Voter_Profile,Seat_Registered,Seat_Polled,Female_Voters,Male_Voters,Youth_Voters,Senior_Voters,youth_pct,services_pct,agri_pct,homemaker_pct,elderly_pct,Cultivators_Pct,AgriLabour_Pct,HouseholdIndustry_Pct,OtherWorkers_Pct,Literacy_Pct,Urban_Pct,Seat_Type,SC_Boost,Turnout_Surge_Type,TVK_Zone,Anti_Incumbency_Score,Incumbency_Factor,Voter_Profile_Extended,Winner_2021_Party,SC_ST_Pop_Pct,Margin_2021_Category,Incumbent_Recontesting,SC_Voter_Boost,Constituency_Registered_Voters
211,Ramanathapuram,-,312303,0.61%,Ramanathapuram,Ramanathapuram,1952.0,,Ramanathapuram,Ramanathapuram,Mixed,1189598,2.82,74.38,80.48,6.1000000000000085,4,"Assembly Constituency: Ramanathapuram (Ramanathapuram). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",312303,251341,122305,117040,50741,88079,0.175,0.292,0.236,0.231,0.066,12.4,28.6,3.8,55.2,74.8,36.8,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Ramanathapuram (Ramanathapuram). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,12.3,COMFORTABLE,LIKELY_YES,-0.92,312303
212,Mudhukulathur,-,298958,4.18%,Ramanathapuram,Ramanathapuram,1952.0,,Ramanathapuram,Ramanathapuram,Mixed,1189598,2.82,74.38,80.48,6.1000000000000085,4,"Assembly Constituency: Mudhukulathur (Ramanathapuram). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). ",298958,240601,122305,117040,50741,88079,0.175,0.292,0.236,0.231,0.066,12.4,28.6,3.8,55.2,74.8,36.8,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Mudhukulathur (Ramanathapuram). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Growing presence of national political narratives blending with local issues. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK).  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,12.3,COMFORTABLE,LIKELY_YES,-0.92,298958
213,Vilathikulam,-,204982,5.92%,Thoothukudi,Thoothukkudi,1952.0,,Thoothukudi,Thoothukudi,Mixed,1486997,3.24,73.18,81.22,8.039999999999992,6,"Assembly Constituency: Vilathikulam (Thoothukudi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Strong sentiment towards state autonomy and anti-language imposition ideologies. Traditional party loyalty remains strong, with youth following familial voting patterns. ",204982,166486,102858,98430,42673,74074,0.198,0.373,0.164,0.191,0.075,7.8,17.3,4.2,70.7,80.1,55.3,MARGINAL,0,ANTI_INCUMBENCY,MEDIUM,-9,HIGH_ANTI_INCUMBENCY,"Assembly Constituency: Vilathikulam (Thoothukudi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Strong sentiment towards state autonomy and anti-language imposition ideologies. Traditional party loyalty remains strong, with youth following familial voting patterns.  Seat type: MARGINAL (2021: AIADMK won). Incumbency: HIGH_ANTI_INCUMBENCY. Turnout surge: ANTI_INCUMBENCY. TVK relevance: MEDIUM.  Victory margin 2021: CLOSE. 2021 MLA re-contesting: UNCERTAIN.",AIADMK,14.1,CLOSE,UNCERTAIN,-0.48,204982
214,Thoothukkudi,-,250587,13.03%,Thoothukudi,Thoothukkudi,1952.0,,Thoothukudi,Thoothukudi,Mixed,1486997,3.24,73.18,81.22,8.039999999999992,6,"Assembly Constituency: Thoothukkudi (Thoothukudi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). ",250587,203526,102858,98430,42673,74074,0.198,0.373,0.164,0.191,0.075,7.8,17.3,4.2,70.7,80.1,55.3,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Thoothukkudi (Thoothukudi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK).  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,14.1,COMFORTABLE,LIKELY_YES,-0.48,250587
215,Tiruchendur,-,232933,5.89%,Thoothukudi,Thoothukkudi,1952.0,,Thoothukudi,Thoothukudi,Mixed,1486997,3.24,73.18,81.22,8.039999999999992,6,"Assembly Constituency: Tiruchendur (Thoothukudi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",232933,189188,102858,98430,42673,74074,0.198,0.373,0.164,0.191,0.075,7.8,17.3,4.2,70.7,80.1,55.3,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Tiruchendur (Thoothukudi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Strong sentiment towards state autonomy and anti-language imposition ideologies. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,14.1,COMFORTABLE,LIKELY_YES,-0.48,232933
216,Srivaikuntam,-,214268,5.12%,Thoothukudi,Thoothukkudi,1957.0,,Thoothukudi,Thoothukudi,Mixed,1486997,3.24,73.18,81.22,8.039999999999992,6,"Assembly Constituency: Srivaikuntam (Thoothukudi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). ",214268,174028,102858,98430,42673,74074,0.198,0.373,0.164,0.191,0.075,7.8,17.3,4.2,70.7,80.1,55.3,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Srivaikuntam (Thoothukudi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK).  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,14.1,COMFORTABLE,LIKELY_YES,-0.48,214268
217,Ottapidaram,SC,243756,3.88%,Thoothukudi,Thoothukkudi,1962.0,,Thoothukudi,Thoothukudi,Mixed,1486997,3.24,73.18,81.22,8.039999999999992,6,"Assembly Constituency: Ottapidaram (Thoothukudi). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",243756,197978,102858,98430,42673,74074,0.198,0.373,0.164,0.191,0.075,7.8,17.3,4.2,70.7,80.1,55.3,COMPETITIVE,1,BASE_MOBILISATION,LOW,4,SAFE_INCUMBENT,"Assembly Constituency: Ottapidaram (Thoothukudi). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Concerns over local infrastructure, inflation, and anti-incumbency are prevalent among the middle class. Primarily focused on local candidate reputation rather than national or state party ideology. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: SAFE_INCUMBENT. Turnout surge: BASE_MOBILISATION. TVK relevance: LOW. SC/ST reserved seat with VCK-SPA bloc dominance.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,14.1,COMFORTABLE,LIKELY_YES,-0.48,243756
218,Kovilpatti,-,241660,9.74%,Thoothukudi,Thoothukkudi,1952.0,,Thoothukudi,Thoothukudi,Mixed,1486997,3.24,73.18,81.22,8.039999999999992,6,"Assembly Constituency: Kovilpatti (Thoothukudi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers. ",241660,196276,102858,98430,42673,74074,0.198,0.373,0.164,0.191,0.075,7.8,17.3,4.2,70.7,80.1,55.3,MARGINAL,0,ANTI_INCUMBENCY,MEDIUM,-9,HIGH_ANTI_INCUMBENCY,"Assembly Constituency: Kovilpatti (Thoothukudi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Strongly influenced by state welfare schemes (like Magalir Urimai Thogai and free bus travel for women). Growing presence of national political narratives blending with local issues. A heavily contested youth vote, split between traditional Dravidian majors and new challengers.  Seat type: MARGINAL (2021: AIADMK won). Incumbency: HIGH_ANTI_INCUMBENCY. Turnout surge: ANTI_INCUMBENCY. TVK relevance: MEDIUM.  Victory margin 2021: CLOSE. 2021 MLA re-contesting: UNCERTAIN.",AIADMK,14.1,CLOSE,UNCERTAIN,-0.48,241660
219,Sankarankovil,SC,238082,6.97%,Tenkasi,Tenkasi,1952.0,,Tenkasi,Tenkasi,Mixed,1189598,2.98,71.68,82.12,10.439999999999998,4,"Assembly Constituency: Sankarankovil (Tenkasi). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns. ",238082,195512,124798,119425,51775,89874,0.174,0.276,0.253,0.231,0.066,15.4,28.6,3.2,52.8,80.3,30.2,COMPETITIVE,1,BASE_MOBILISATION,LOW,4,SAFE_INCUMBENT,"Assembly Constituency: Sankarankovil (Tenkasi). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Growing presence of national political narratives blending with local issues. Traditional party loyalty remains strong, with youth following familial voting patterns.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: SAFE_INCUMBENT. Turnout surge: BASE_MOBILISATION. TVK relevance: LOW. SC/ST reserved seat with VCK-SPA bloc dominance.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,12.4,COMFORTABLE,LIKELY_YES,-0.9,238082
220,Vasudevanallur,SC,228557,5.70%,Tenkasi,Tenkasi,1967.0,,Tenkasi,Tenkasi,Mixed,1189598,2.98,71.68,82.12,10.439999999999998,4,"Assembly Constituency: Vasudevanallur (Tenkasi). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns. ",228557,187691,124798,119425,51775,89874,0.174,0.276,0.253,0.231,0.066,15.4,28.6,3.2,52.8,80.3,30.2,COMPETITIVE,1,BASE_MOBILISATION,LOW,4,SAFE_INCUMBENT,"Assembly Constituency: Vasudevanallur (Tenkasi). Region Culture: Mixed. This is a reserved constituency (SC). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Primarily focused on local candidate reputation rather than national or state party ideology. Traditional party loyalty remains strong, with youth following familial voting patterns.  Seat type: COMPETITIVE (2021: DMK won). Incumbency: SAFE_INCUMBENT. Turnout surge: BASE_MOBILISATION. TVK relevance: LOW. SC/ST reserved seat with VCK-SPA bloc dominance.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,12.4,COMFORTABLE,LIKELY_YES,-0.9,228557
221,Kadayanallur,-,269220,7.73%,Tenkasi,Tenkasi,1967.0,,Tenkasi,Tenkasi,Mixed,1189598,2.98,71.68,82.12,10.439999999999998,4,"Assembly Constituency: Kadayanallur (Tenkasi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK). ",269220,221083,124798,119425,51775,89874,0.174,0.276,0.253,0.231,0.066,15.4,28.6,3.2,52.8,80.3,30.2,COMPETITIVE,0,BASE_MOBILISATION,MEDIUM,0,COMPETITIVE,"Assembly Constituency: Kadayanallur (Tenkasi). Region Culture: Mixed. This is a reserved constituency (-). Mixed demographics (agriculture, small business, semi-urban). Voters here balance appreciation for welfare schemes with demands for better local job creation. Strong sentiment towards state autonomy and anti-language imposition ideologies. First-time voters and youth show significant traction towards alternative/new political disruptors (TVK, NTK).  Seat type: COMPETITIVE (2021: DMK won). Incumbency: COMPETITIVE. Turnout surge: BASE_MOBILISATION. TVK relevance: MEDIUM.  Victory margin 2021: COMFORTABLE. 2021 MLA re-contesting: LIKELY_YES.",DMK,12.4,COMFORTABLE,LIKELY_YES,-0.9,269220
